Digital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sample Rate,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min,2 min
 21:32:00  13/08/2019,5.33,60.50,61.90,1,62.95,58,22.00,-4.11,-27.11,3,78,66,29.00,2.00,78.44,-29.00,33.71,11,8.11,11.50,36.39,58,19.61,9,0.00,1,55.06,59.72,59.89,1,65.00,22.06,13.10,21.94,4,0,0,3837,3836,14.40,98852,0,50011,26570,0,0,-4.00,20,3836,1,1,0,0,0,36.41,3.22,2.39,65.00,0,25,-4.00,25,6.22,2.17,60.22,62.87,-4.17,1,35.52,29.67,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.10,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,17.00,10.00,36.61,0,20.28,3.28,0,10.00,20.11,0,16.72,0,36.61,3.28,20.00,0,0,0.00,18.72,16.61,0.00,19.89,37.10,3.39,10.00,20.00,1,15.11,4.50,2.20,12,14.50,3.61,41.60,18.78,37.40,1,0.00,20.00,2,4.50,30.20,17.30,-5.50,7.50,4.90,17.50,231.90,233.10,233.20,33.50,22.60,21.90
 21:34:00  13/08/2019,5.33,61.72,61.81,1,65.07,43,20.50,-3.67,-28.67,2,79,84,31.83,3.22,75.61,-29.00,33.71,31,8.83,11.94,36.39,43,19.61,9,0.00,1,55.06,59.72,59.89,1,65.00,20.56,37.80,21.94,4,0,0,3837,3836,13.51,98852,0,50011,26570,0,0,-4.00,27,3836,1,1,0,0,0,36.17,3.22,2.39,65.00,0,27,-4.00,27,7.00,3.39,60.94,65.76,-3.67,1,35.52,30.04,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.10,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,17.00,10.00,36.31,0,20.28,3.00,0,10.00,20.11,0,17.11,0,36.21,2.89,20.00,0,0,0.00,18.72,16.61,0.00,19.89,37.10,3.39,10.00,20.00,1,12.89,1.61,0.80,12,10.89,3.61,47.20,16.78,37.40,1,0.00,20.00,2,4.50,30.20,17.30,-5.50,7.50,4.90,17.50,231.90,233.10,233.20,33.50,22.60,21.90
 21:36:00  13/08/2019,5.33,61.72,61.81,1,65.07,43,20.50,-3.67,-28.67,2,79,84,31.83,3.22,75.61,-29.00,33.71,31,8.83,11.94,36.39,43,19.61,9,0.00,1,55.06,59.72,59.89,1,65.00,20.56,37.80,21.94,4,0,0,3837,3836,13.51,98852,0,50011,26570,0,0,-4.00,27,3836,1,1,0,0,0,36.17,3.22,2.39,65.00,0,27,-4.00,27,7.00,3.39,60.94,65.76,-3.67,1,35.52,30.04,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.10,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,17.00,10.00,36.31,0,20.28,3.00,0,10.00,20.11,0,17.11,0,36.21,2.89,20.00,0,0,0.00,18.72,16.61,0.00,19.89,37.10,3.39,10.00,20.00,1,12.89,1.61,0.80,12,10.89,3.61,47.20,16.78,37.40,1,0.00,20.00,2,4.50,30.20,17.30,-5.50,7.50,4.90,17.50,231.90,233.10,233.20,33.50,22.60,21.90
 21:38:00  13/08/2019,5.33,63.06,61.73,1,61.69,53,22.17,-3.94,-29.56,2,76,84,32.17,2.56,77.06,-29.00,33.71,31,10.67,11.94,36.72,53,19.61,9,0.00,1,54.78,59.72,60.50,1,65.00,22.11,33.60,21.67,4,0,0,3837,3836,13.12,98852,0,50011,26570,0,0,-4.00,21,3836,1,1,0,0,0,34.33,1.22,2.39,65.00,0,27,-4.00,27,7.00,3.39,63.22,62.24,-3.67,1,35.52,29.82,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.07,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,18.50,10.00,34.44,0,19.50,1.00,0,10.00,20.11,0,18.89,0,34.33,1.00,20.00,0,0,0.00,18.72,18.28,0.00,19.61,35.00,1.22,10.00,20.00,1,14.22,3.28,1.60,12,13.89,1.72,48.50,16.00,35.50,1,0.00,20.00,2,4.50,30.20,17.30,-5.50,7.50,4.90,17.50,231.90,233.10,233.20,33.50,22.60,21.90
 21:40:00  13/08/2019,5.33,63.06,61.67,1,58.59,57,22.17,-4.39,-29.11,2,66,66,30.61,1.50,78.89,-29.00,33.71,11,9.44,11.56,36.72,57,19.61,9,0.00,1,54.78,59.72,61.39,1,65.00,22.11,12.50,21.67,4,0,0,3837,3836,13.57,98852,0,50011,26570,0,0,-4.00,15,3836,1,0,0,0,0,35.45,2.06,2.39,65.00,0,25,-4.00,25,7.00,2.50,63.22,58.56,-4.44,1,35.52,29.43,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.07,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,17.11,10.00,35.62,0,19.50,2.28,0,10.00,19.61,0,17.28,0,35.62,2.28,20.00,0,0,0.00,18.72,17.22,0.00,19.61,36.10,2.28,10.00,20.00,1,14.50,6.39,3.20,12,16.39,2.61,43.30,17.22,36.40,1,0.00,20.00,2,4.50,30.20,17.30,-5.50,7.50,4.90,17.50,231.90,233.10,233.20,33.50,22.60,21.90
 21:42:00  13/08/2019,5.33,59.89,61.59,1,60.58,56,21.61,-4.11,-27.67,2,71,66,29.33,1.50,78.39,-29.00,33.71,11,8.17,11.56,36.72,56,19.61,9,0.00,1,54.78,59.72,61.39,1,65.00,21.67,2.50,21.67,4,0,0,3837,3836,14.04,98852,0,50011,26570,0,0,-4.00,19,3836,1,0,0,0,0,36.38,3.28,2.39,65.00,0,25,-4.00,25,6.50,2.50,59.78,60.41,-4.17,1,35.52,29.67,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.07,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,16.39,10.00,36.61,0,19.78,3.28,0,10.00,19.61,0,16.50,0,36.50,3.28,20.00,0,0,0.00,18.72,16.50,0.00,19.61,37.00,3.22,10.00,20.00,1,15.28,4.89,2.40,12,15.00,3.39,40.80,18.78,37.20,1,0.00,20.00,2,4.50,30.20,20.40,-5.50,10.90,4.90,17.50,230.40,233.10,233.20,48.20,22.60,20.80
 21:44:00  13/08/2019,5.33,60.39,61.50,1,63.24,49,20.72,-3.50,-27.67,2,77,66,30.33,2.83,77.33,-29.00,33.71,11,7.17,11.56,36.72,49,19.33,9,0.00,1,54.28,59.72,60.61,1,65.00,20.78,20.70,21.67,4,0,0,3837,3836,14.12,98852,0,50011,26570,0,0,-4.00,30,3836,1,1,0,0,0,37.70,4.50,2.39,65.00,0,27,-4.00,27,6.06,2.50,59.78,63.20,-3.56,1,35.52,30.20,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.07,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,15.39,10.00,37.88,0,20.11,4.72,0,10.00,19.89,0,15.22,0,37.88,4.61,20.00,0,0,0.00,18.72,15.11,0.00,19.89,38.50,4.72,10.00,20.00,1,13.61,1.78,0.90,12,11.11,4.89,42.60,18.78,38.60,1,0.00,20.00,2,4.50,30.20,20.40,-5.50,10.90,4.90,17.50,230.40,233.10,233.20,48.20,22.60,20.80
 21:46:00  13/08/2019,5.33,60.39,61.50,1,63.24,49,20.72,-3.50,-27.67,2,77,66,30.33,2.83,77.33,-29.00,33.71,11,7.17,11.56,36.72,49,19.33,9,0.00,1,54.28,59.72,60.61,1,65.00,20.78,20.70,21.67,4,0,0,3837,3836,14.12,98852,0,50011,26570,0,0,-4.00,30,3836,1,1,0,0,0,37.70,4.50,2.39,65.00,0,27,-4.00,27,6.06,2.50,59.78,63.20,-3.56,1,35.52,30.20,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.07,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,15.39,10.00,37.88,0,20.11,4.72,0,10.00,19.89,0,15.22,0,37.88,4.61,20.00,0,0,0.00,18.72,15.11,0.00,19.89,38.50,4.72,10.00,20.00,1,13.61,1.78,0.90,12,11.11,4.89,42.60,18.78,38.60,1,0.00,20.00,2,4.50,30.20,20.40,-5.50,10.90,4.90,17.50,230.40,233.10,233.20,48.20,22.60,20.80
 21:48:00  13/08/2019,5.33,62.44,61.40,1,62.14,50,21.61,-3.17,-29.22,2,76,66,32.56,3.28,77.61,-29.00,33.71,31,9.89,11.89,36.72,50,19.33,9,0.00,1,54.28,59.72,60.17,1,65.00,21.33,37.30,21.39,4,0,0,3837,3836,13.29,98852,0,50011,26570,0,0,-4.00,26,3836,1,1,0,0,0,35.04,2.00,2.39,65.00,0,30,-4.00,29,5.67,2.50,62.22,62.86,-3.17,1,35.52,30.49,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.07,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,17.50,10.00,35.12,0,19.39,1.78,0,10.00,19.61,0,17.78,0,35.03,1.72,20.00,0,0,0.00,18.72,17.50,0.00,19.50,35.70,1.89,10.00,20.00,1,12.28,2.22,0.90,12,13.22,2.28,45.80,14.72,36.10,1,0.00,20.00,2,4.50,30.20,20.40,-5.50,10.90,4.90,17.50,230.40,233.10,233.20,48.20,22.60,20.80
 21:50:00  13/08/2019,5.33,62.44,61.35,1,61.03,60,22.17,-3.61,-29.22,2,78,66,31.17,2.06,78.56,-29.00,33.71,31,11.44,11.89,36.72,60,19.33,9,0.00,1,54.00,59.72,60.50,1,65.00,22.22,31.90,21.39,4,0,0,3837,3836,13.35,98852,0,50011,26570,0,0,-4.00,13,3836,1,0,0,0,0,33.42,0.28,2.39,65.00,0,31,-4.00,29,5.94,2.50,62.22,61.56,-3.56,1,35.52,30.12,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.07,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,18.78,10.00,33.54,0,18.89,0.11,0,10.00,19.22,0,19.11,0,33.45,0.00,20.00,0,0,0.00,18.72,18.89,0.00,19.22,34.10,0.22,10.00,20.00,1,15.78,5.39,2.70,12,15.61,0.72,51.60,16.61,34.60,1,0.00,20.00,2,4.50,30.20,20.40,-5.50,10.90,4.90,17.50,230.40,233.10,233.20,48.20,22.60,20.80
 21:52:00  13/08/2019,5.33,60.11,61.29,1,60.32,60,21.78,-3.61,-27.67,2,83,66,29.28,1.61,78.56,-29.00,33.71,11,9.11,11.56,36.72,60,19.33,9,0.00,1,54.00,59.72,60.50,1,65.00,21.78,14.80,21.39,4,0,0,3837,3836,14.10,98852,0,50011,26570,0,0,-4.00,16,3836,1,1,0,0,0,35.69,2.44,2.39,65.00,0,32,-4.00,29,5.61,1.94,60.22,60.29,-3.56,1,35.52,30.07,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.07,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,16.61,10.00,35.91,0,19.28,2.61,0,10.00,19.22,0,16.61,0,35.82,2.50,20.00,0,0,0.00,18.72,16.72,0.00,19.22,36.40,2.61,10.00,20.00,1,15.28,6.89,3.40,12,17.00,2.78,40.10,18.22,36.60,1,0.00,20.00,2,4.50,30.20,18.20,-5.50,8.30,4.90,20.40,230.40,232.40,232.20,37.50,22.60,21.80
 21:54:00  13/08/2019,5.33,60.11,61.19,1,61.78,53,20.67,-3.17,-30.56,1,72,84,32.94,2.44,75.94,-29.00,33.71,11,8.22,12.00,36.72,53,19.33,9,0.00,1,53.67,59.72,60.06,1,65.00,20.72,22.70,21.39,4,0,0,3837,3836,12.66,98852,0,50011,26570,0,0,-4.00,22,3836,1,1,0,0,0,36.94,3.67,2.39,65.00,0,35,-4.00,29,6.00,2.89,59.33,61.82,-3.17,1,35.52,30.48,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.07,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,15.61,10.00,37.20,0,19.61,3.89,0,10.00,19.22,0,15.50,0,37.10,3.78,20.00,0,0,0.00,18.72,15.50,0.00,19.50,37.70,3.89,10.00,20.00,1,14.72,3.72,1.80,12,13.50,4.11,38.80,18.89,37.90,1,0.00,20.00,2,4.50,30.20,18.20,-5.50,8.30,4.90,20.40,230.40,232.40,232.20,37.50,22.60,21.80
 21:56:00  13/08/2019,5.33,60.11,61.19,1,61.78,53,20.67,-3.17,-30.56,1,72,84,32.94,2.44,75.94,-29.00,33.71,11,8.22,12.00,36.72,53,19.33,9,0.00,1,53.67,59.72,60.06,1,65.00,20.72,22.70,21.39,4,0,0,3837,3836,12.66,98852,0,50011,26570,0,0,-4.00,22,3836,1,1,0,0,0,36.94,3.67,2.39,65.00,0,35,-4.00,29,6.00,2.89,59.33,61.82,-3.17,1,35.52,30.48,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.07,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,15.61,10.00,37.20,0,19.61,3.89,0,10.00,19.22,0,15.50,0,37.10,3.78,20.00,0,0,0.00,18.72,15.50,0.00,19.50,37.70,3.89,10.00,20.00,1,14.72,3.72,1.80,12,13.50,4.11,38.80,18.89,37.90,1,0.00,20.00,2,4.50,30.20,18.20,-5.50,8.30,4.90,20.40,230.40,232.40,232.20,37.50,22.60,21.80
 21:58:00  13/08/2019,5.33,60.61,61.10,1,62.56,46,20.39,-3.17,-28.39,2,69,66,31.94,3.61,79.72,-29.00,33.71,31,9.67,12.67,36.72,45,19.06,9,0.00,1,54.33,59.44,59.56,1,65.00,20.39,34.90,21.39,4,0,0,3837,3836,13.97,98852,0,50011,26570,0,0,-4.00,28,3836,1,1,0,0,0,36.11,3.06,2.39,65.00,0,38,-4.00,29,5.61,2.28,59.83,63.31,-3.17,1,35.52,30.39,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.07,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,16.39,10.00,36.21,0,19.61,2.89,0,10.00,19.22,0,16.50,0,36.11,2.78,20.00,0,0,0.00,18.72,16.28,0.00,19.50,36.80,3.00,10.00,20.00,1,10.50,1.11,0.50,12,10.61,3.50,44.50,14.00,37.30,1,0.00,20.00,2,4.50,30.20,18.20,-5.50,8.30,4.90,20.40,230.40,232.40,232.20,37.50,22.60,21.80
 22:00:00  13/08/2019,5.33,61.78,61.05,1,61.01,58,21.94,-3.44,-28.06,2,79,84,30.72,2.56,78.67,-29.00,33.71,31,10.94,11.78,36.72,58,19.06,9,0.00,1,55.11,59.44,59.06,1,65.00,21.94,33.30,21.11,4,0,0,3837,3836,13.76,98852,0,50011,26570,0,0,-4.00,19,3836,1,1,0,0,0,34.03,0.89,2.39,65.00,0,39,-4.00,29,5.61,2.28,61.50,61.63,-3.44,1,35.52,30.22,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.03,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,18.11,10.00,34.14,0,18.78,0.72,0,10.00,19.22,0,18.28,0,34.04,0.61,20.00,0,0,0.00,18.72,18.28,0.00,19.22,34.70,0.78,10.00,20.00,1,14.22,3.50,1.70,12,13.89,1.28,50.10,15.61,35.20,1,0.00,20.00,2,4.50,30.20,18.20,-5.50,8.30,4.90,20.40,230.40,232.40,232.20,37.50,22.60,21.80
 22:02:00  13/08/2019,5.33,61.78,60.99,1,58.78,59,21.61,-3.94,-28.56,2,80,84,29.94,1.39,77.00,-29.00,33.71,11,9.22,11.78,36.72,59,19.06,9,0.00,1,56.61,59.44,58.44,1,65.00,21.61,15.10,21.11,4,0,0,3837,3836,13.68,98852,0,50011,26570,0,0,-4.00,16,3836,1,1,0,0,0,35.52,2.28,2.39,65.00,0,38,-4.00,29,6.89,2.94,61.89,58.82,-3.94,1,35.52,29.78,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.03,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,16.50,10.00,35.71,0,18.78,2.39,0,10.00,18.89,0,16.50,0,35.71,2.39,20.00,0,0,0.00,18.72,16.72,0.00,19.22,36.20,2.39,10.00,20.00,1,14.50,7.22,3.60,12,16.89,2.61,40.50,17.22,36.40,1,0.00,20.00,2,4.50,30.20,14.60,-5.50,5.40,4.90,20.40,231.20,232.40,232.20,25.40,21.80,20.60
 22:04:00  13/08/2019,5.33,59.89,60.88,1,61.14,61,21.61,-3.61,-28.56,2,82,84,30.22,1.78,76.61,-29.00,33.71,11,8.78,11.78,36.72,61,19.06,9,0.00,1,58.11,59.44,54.94,1,65.00,21.61,17.50,21.11,4,0,0,3837,3836,13.68,98852,0,50011,26570,0,0,-4.00,19,3836,1,1,0,0,0,36.27,3.00,2.39,65.00,0,40,-4.00,29,6.89,2.94,59.50,61.18,-3.61,1,35.52,30.07,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.03,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,15.78,10.00,36.50,0,18.78,3.22,0,10.00,18.89,0,15.72,0,36.50,3.22,20.00,0,0,0.00,18.72,15.78,0.00,19.22,37.00,3.28,10.00,20.00,1,15.11,5.00,2.50,12,15.00,3.50,39.20,18.72,37.20,1,0.00,20.00,2,4.50,30.20,14.60,-5.50,5.40,4.90,20.40,231.20,232.40,232.20,25.40,21.80,20.60
 22:06:00  13/08/2019,5.33,59.89,60.77,1,62.86,47,19.83,-3.33,-28.56,2,82,84,31.94,3.28,77.00,-29.00,33.71,31,8.00,12.72,36.72,47,19.06,9,0.00,1,58.11,59.44,51.61,1,65.00,19.94,29.30,21.11,4,0,0,3837,3836,13.51,98852,0,50011,26570,0,0,-4.00,30,3836,1,1,0,0,0,37.57,4.61,2.39,65.00,0,42,-4.00,29,6.56,3.22,59.78,63.56,-3.33,1,35.52,30.35,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.03,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,15.11,10.00,37.59,0,19.39,4.28,0,10.00,18.89,0,15.72,0,36.50,3.22,20.00,0,0,0.00,18.72,15.78,0.00,19.22,37.00,3.28,10.00,20.00,1,15.11,5.00,2.50,12,15.00,3.50,39.20,18.72,37.20,1,0.00,20.00,2,4.50,30.20,14.60,-5.50,5.40,4.90,20.40,231.20,232.40,232.20,25.40,21.80,20.60
 22:08:00  13/08/2019,5.33,59.89,60.77,1,62.86,47,19.83,-3.33,-28.56,2,82,84,31.94,3.28,77.00,-29.00,33.71,31,8.00,12.72,36.72,47,19.06,9,0.00,1,58.11,59.44,51.61,1,65.00,19.94,29.30,21.11,4,0,0,3837,3836,13.51,98852,0,50011,26570,0,0,-4.00,30,3836,1,1,0,0,0,37.57,4.61,2.39,65.00,0,42,-4.00,29,6.56,3.22,59.78,63.56,-3.33,1,35.52,30.35,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.03,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,15.11,10.00,37.59,0,19.39,4.28,0,10.00,18.89,0,14.78,0,37.49,4.22,20.00,0,0,0.00,18.72,15.00,0.00,19.22,38.00,4.22,10.00,20.00,1,14.11,1.61,0.80,12,10.89,4.39,42.30,18.72,38.20,1,0.00,20.00,2,4.50,30.20,14.60,-5.50,5.40,4.90,20.40,231.20,232.40,232.20,25.40,21.80,20.60
 22:10:00  13/08/2019,5.33,60.89,60.73,1,61.10,55,21.44,-3.33,-29.39,2,79,84,32.67,3.28,78.39,-29.00,33.71,31,10.22,11.94,36.72,55,19.06,9,0.00,1,57.61,59.44,48.61,1,65.00,21.22,35.40,21.11,4,0,0,3837,3836,13.19,98852,0,50011,26570,0,0,-4.00,25,3836,1,1,0,0,0,34.80,1.83,2.39,65.00,0,44,-4.00,29,6.56,3.22,61.11,61.80,-3.33,1,35.52,30.23,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.03,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,17.22,10.00,34.93,0,18.78,1.50,0,10.00,18.89,0,17.28,0,34.83,1.50,20.00,0,0,0.00,18.72,17.39,0.00,19.22,35.50,1.61,10.00,20.00,1,12.28,2.11,0.80,12,13.00,2.11,46.20,14.50,35.90,1,0.00,20.00,2,4.50,30.20,14.60,-5.50,5.40,4.90,20.40,231.20,232.40,232.20,25.40,21.80,20.60
 22:12:00  13/08/2019,5.33,61.78,60.68,1,59.35,62,21.44,-4.67,-30.72,1,69,84,32.67,1.72,79.44,-29.00,33.71,11,11.17,11.22,36.72,62,18.78,9,0.00,1,56.94,59.44,46.89,1,65.00,21.67,27.30,20.83,4,0,0,3837,3836,12.61,98852,0,50011,26570,0,0,-4.00,11,3836,1,1,0,0,0,33.56,0.11,2.39,65.00,0,40,-4.00,29,7.28,2.61,62.06,59.35,-4.56,1,35.52,29.20,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.03,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,17.78,10.00,33.84,0,18.28,0.50,0,10.00,18.61,0,18.22,0,33.94,0.50,20.00,0,0,0.00,18.72,18.22,0.00,19.22,34.60,0.78,10.00,20.00,1,14.72,5.61,2.80,12,15.72,1.28,49.60,16.11,35.20,1,0.00,20.00,2,4.50,30.20,13.60,-5.50,5.40,4.00,16.00,231.20,232.40,232.20,24.10,18.70,20.00
 22:14:00  13/08/2019,5.33,59.94,60.62,1,59.84,62,21.44,-4.67,-29.44,2,68,84,30.83,1.44,79.44,-29.00,33.71,11,9.11,11.56,36.72,62,18.78,9,0.00,1,55.56,59.44,46.17,1,65.00,21.28,12.30,20.83,4,0,0,3837,3836,13.27,98852,0,50011,26570,0,0,-4.00,15,3836,1,0,0,0,0,35.57,2.50,2.39,65.00,0,37,-4.00,29,7.28,2.22,60.39,59.80,-4.94,1,35.52,29.03,-0.61,0.30,0.10,0.40,444,0.40,0.10,0.10,0.30,0.00,0.30,0.00,1882,156,0.00,0.10,98,14457,0.00,0.40,1.00,1.00,0,-0.28,33.03,0.00,9637,134,0.20,134,3698,14487,164,98,0,4838,156,0.20,0.00,1645,67,0.30,437,0.00,164,67,8588,16.28,10.00,35.71,0,18.78,2.50,0,10.00,18.61,0,16.22,0,35.71,2.39,20.00,0,0,0.00,18.72,16.61,0.00,19.22,36.20,2.39,10.00,20.00,1,15.50,6.72,3.30,12,16.72,2.61,39.80,18.22,36.40,1,0.00,20.00,2,4.50,30.20,13.60,-5.50,5.40,4.00,16.00,231.20,232.40,232.20,24.10,18.70,20.00
